Date	            Water Level	                 Soiloisture
June 14th 2019, 3:36:12 a	0.03	1567
June 14th 2019, 3:37:12 a	0.01	1614
June 14th 2019, 3:38:13 a	0.03	1580
June 14th 2019, 3:40:12 a	0.04	1549
June 14th 2019, 3:41:13 a	0.02	1566
June 14th 2019, 3:43:12 a	0.03	1611
June 14th 2019, 3:45:12 a	0.02	1586
June 14th 2019, 3:46:13 a	0.03	1476
June 14th 2019, 3:48:12 a	0.07	1547
June 14th 2019, 3:49:12 a	0.07	1660
June 14th 2019, 3:50:13 a	0.02	1538
June 14th 2019, 3:51:12 a	0.07	1563
June 14th 2019, 3:52:12 a	0.02	1446
June 14th 2019, 3:53:12 a	0.03	1584
June 14th 2019, 3:54:13 a	0.02	1551
June 14th 2019, 3:55:13 a	0.01	1567
June 14th 2019, 3:56:16 a	0.02	1565
June 14th 2019, 3:57:13 a	0.03	1564
June 14th 2019, 3:58:13 a	0.03	1573
June 14th 2019, 3:59:13 a	0.02	1546
June 14th 2019, 4:00:13 a	0	1589
June 14th 2019, 4:01:13 a	0.01	1592
June 14th 2019, 4:02:13 a	0.03	1554
June 14th 2019, 4:03:13 a	0.03	1569
June 14th 2019, 4:04:13 a	0.03	1628
June 14th 2019, 4:06:13 a	0.03	1578
June 14th 2019, 4:07:14 a	0.01	1573
June 14th 2019, 4:08:13 a	0.01	1542
June 14th 2019, 4:09:13 a	0.08	1568
June 14th 2019, 4:10:13 a	0.01	1576
June 14th 2019, 4:11:13 a	0.03	1574
June 14th 2019, 4:14:14 a	0.03	1614
June 14th 2019, 4:16:15 a	0.03	1626
June 14th 2019, 4:17:13 a	0.03	1560
June 14th 2019, 4:18:14 a	0.03	1580
June 14th 2019, 4:19:14 a	0.03	1568
June 14th 2019, 4:20:13 a	0	1577
June 14th 2019, 4:21:14 a	0.03	1441
June 14th 2019, 4:22:13 a	0.02	1590
June 14th 2019, 4:25:15 a	0.01	1542
June 14th 2019, 4:26:14 a	0.01	1557
June 14th 2019, 4:27:14 a	0.04	1571
June 14th 2019, 4:28:15 a	0.03	1588
June 14th 2019, 4:29:14 a	0	1580
June 14th 2019, 4:30:14 a	0.02	1525
June 14th 2019, 4:31:14 a	0.05	1583
June 14th 2019, 4:33:15 a	0.03	1567
June 14th 2019, 4:34:14 a	0.03	1575
June 14th 2019, 4:35:15 a	0	1517
June 14th 2019, 4:36:15 a	0.01	1606
June 14th 2019, 4:37:16 a	0.04	1567
June 14th 2019, 4:38:14 a	0.03	1562
June 14th 2019, 4:40:15 a	0.03	1605
June 14th 2019, 4:42:15 a	0.01	1706
June 14th 2019, 4:44:16 a	0.01	1522
June 14th 2019, 4:48:15 a	0	1608
June 14th 2019, 4:49:15 a	0	1498
June 14th 2019, 4:50:15 a	0.08	1580
June 14th 2019, 4:52:15 a	0.01	1578
June 14th 2019, 4:57:16 a	0.01	1578
June 14th 2019, 4:58:15 a	0.01	1534
June 14th 2019, 5:00:15 a	0.02	1573
June 14th 2019, 5:01:15 a	0.01	1582
June 14th 2019, 5:06:16 a	0	1486
June 14th 2019, 5:11:15 a	0.01	1483
June 14th 2019, 5:15:16 a	0.01	1557
June 14th 2019, 5:16:16 a	0.05	1582
June 14th 2019, 5:17:15 a	0.06	1524
June 14th 2019, 5:18:17 a	0.05	1654
June 14th 2019, 5:20:15 a	0.04	1579
June 14th 2019, 5:21:17 a	0.1	1594
June 14th 2019, 5:22:16 a	0.08	1561
June 14th 2019, 5:25:17 a	0	1580
June 14th 2019, 5:27:17 a	0.01	1571
June 14th 2019, 5:28:16 a	0.04	1545
June 14th 2019, 5:32:16 a	0.04	1575
June 14th 2019, 5:36:16 a	0.01	1582
June 14th 2019, 5:39:16 a	0	1578
June 14th 2019, 5:40:17 a	0.02	1568
June 14th 2019, 5:41:16 a	0.02	1583
June 14th 2019, 5:42:17 a	0.02	1531
June 14th 2019, 5:53:17 a	0	1655
June 14th 2019, 5:54:18 a	0	1566
June 14th 2019, 5:56:16 a	0.01	1655
June 14th 2019, 5:58:17 a	0	1569
June 14th 2019, 5:59:17 a	0.01	1583
June 14th 2019, 6:00:18 a	0.01	1571
June 14th 2019, 6:05:17 a	0.01	1603
June 14th 2019, 6:08:17 a	0	1586
June 14th 2019, 6:10:18 a	0	1576
June 14th 2019, 6:11:18 a	0	1631
June 14th 2019, 6:12:17 a	0.01	1598
June 14th 2019, 6:13:18 a	0.01	1646
June 14th 2019, 6:14:18 a	0	1558
June 14th 2019, 6:15:17 a	0	1556
June 14th 2019, 6:19:17 a	0.01	1578
June 14th 2019, 6:20:18 a	0	1592
June 14th 2019, 6:23:17 a	0.01	1520
June 14th 2019, 6:24:18 a	0	1608
June 14th 2019, 6:26:18 a	0.07	1586
June 14th 2019, 6:29:18 a	0.02	1564
June 14th 2019, 6:33:18 a	0.01	1609
June 14th 2019, 6:34:19 a	0.01	1568
June 14th 2019, 6:36:19 a	0.01	1523
June 14th 2019, 6:37:19 a	0	1555
June 14th 2019, 6:39:19 a	0	1572
June 14th 2019, 6:40:19 a	0	1600
June 14th 2019, 6:41:18 a	0.01	1599
June 14th 2019, 6:42:19 a	0.02	1568
June 14th 2019, 6:43:18 a	0.01	1550
June 14th 2019, 6:44:19 a	0.01	1554
June 14th 2019, 6:45:19 a	0.01	1599
June 14th 2019, 6:46:19 a	0.01	1569
June 14th 2019, 6:48:19 a	0.01	1556
June 14th 2019, 6:49:18 a	0.02	1577
June 14th 2019, 6:50:19 a	0	1500
June 14th 2019, 6:51:19 a	0.01	1534
June 14th 2019, 6:52:18 a	0	1612
June 14th 2019, 6:53:18 a	0.01	1545
June 14th 2019, 6:54:19 a	0.01	1574
June 14th 2019, 6:55:19 a	0	1604
June 14th 2019, 6:57:19 a	0.01	1685
June 14th 2019, 6:59:19 a	0.01	1602
June 14th 2019, 7:01:20 a	0.02	1657
June 14th 2019, 7:02:19 a	0	1589
June 14th 2019, 7:03:19 a	0.01	1547
June 14th 2019, 7:04:20 a	0.03	1692
June 14th 2019, 7:05:19 a	0.02	1470
June 14th 2019, 7:06:19 a	0.01	1678
June 14th 2019, 7:07:19 a	0.02	1629
June 14th 2019, 7:08:19 a	0.04	1574
June 14th 2019, 7:10:19 a	0.02	1607
June 14th 2019, 7:11:19 a	0.02	1576
June 14th 2019, 7:12:20 a	0.02	1563
June 14th 2019, 7:13:20 a	0.01	1550
June 14th 2019, 7:14:19 a	0.02	1574
June 14th 2019, 7:15:20 a	0.01	1577
June 14th 2019, 7:16:19 a	0.02	1570
June 14th 2019, 7:17:20 a	0	1590
June 14th 2019, 7:19:19 a	0.04	1589
June 14th 2019, 7:20:19 a	0.02	1572
June 14th 2019, 7:21:20 a	0.02	1542
June 14th 2019, 7:22:19 a	0.03	1548
June 14th 2019, 7:23:20 a	0.03	1528
June 14th 2019, 7:24:20 a	0.02	1530
June 14th 2019, 7:25:21 a	0.02	1630
June 14th 2019, 7:26:20 a	0	1545
June 14th 2019, 7:28:20 a	0.01	1596
June 14th 2019, 7:29:20 a	0.05	1563
June 14th 2019, 7:32:20 a	0.04	1579
June 14th 2019, 7:35:20 a	0.01	1606
June 14th 2019, 7:36:20 a	0.02	1563
June 14th 2019, 7:37:20 a	0.05	1641
June 14th 2019, 7:38:22 a	0.03	1577
June 14th 2019, 7:39:20 a	0.02	1573
June 14th 2019, 7:40:20 a	0.02	1567
June 14th 2019, 7:41:21 a	0.02	1615
June 14th 2019, 7:42:21 a	0.03	1576
June 14th 2019, 7:43:20 a	0.03	1579
June 14th 2019, 7:44:20 a	0.03	1568
June 14th 2019, 7:45:21 a	0.02	1570
June 14th 2019, 7:46:21 a	0.01	1559
June 14th 2019, 7:48:21 a	0.02	1521
June 14th 2019, 7:49:21 a	0.01	1572
June 14th 2019, 7:50:21 a	0.01	1571
June 14th 2019, 7:52:22 a	0.01	1604
June 14th 2019, 7:58:21 a	0.04	1570
June 14th 2019, 7:59:21 a	0.05	1602
June 14th 2019, 8:00:21 a	0.02	1532
June 14th 2019, 8:01:21 a	0.02	1612
June 14th 2019, 8:02:21 a	0.02	1592
June 14th 2019, 8:03:22 a	0.02	1568
June 14th 2019, 8:04:21 a	0.02	1567
June 14th 2019, 8:05:22 a	0.01	1590
June 14th 2019, 8:06:21 a	0.02	1523
June 14th 2019, 8:07:21 a	0.01	1568
June 14th 2019, 8:09:21 a	0.02	1548
June 14th 2019, 8:10:21 a	0.01	1609
June 14th 2019, 8:11:21 a	0.02	1574
June 14th 2019, 8:12:21 a	0.02	1563
June 14th 2019, 8:13:21 a	0.03	1601
June 14th 2019, 8:14:22 a	0.03	1556
June 14th 2019, 8:16:21 a	0.03	1544
June 14th 2019, 8:17:21 a	0.02	1564
June 14th 2019, 8:18:21 a	0.02	1566
June 14th 2019, 8:19:22 a	0.04	1556
June 14th 2019, 8:20:22 a	0.03	1576
June 14th 2019, 8:21:21 a	0.02	1560
June 14th 2019, 8:22:22 a	0.01	1573
June 14th 2019, 8:23:22 a	0.01	1636
June 14th 2019, 8:24:22 a	0.02	1573
June 14th 2019, 8:25:22 a	0.02	1579
June 14th 2019, 8:26:23 a	0.02	1578
June 14th 2019, 8:27:22 a	0.02	1578
June 14th 2019, 8:28:23 a	0.02	1451
June 14th 2019, 8:29:22 a	0.02	1561
June 14th 2019, 8:30:22 a	0.02	1571
June 14th 2019, 8:31:22 a	0.02	1577
June 14th 2019, 8:32:22 a	0.03	1611
June 14th 2019, 8:33:22 a	0.04	1564
June 14th 2019, 8:34:22 a	0.03	1673
June 14th 2019, 8:35:22 a	0.03	1523
June 14th 2019, 8:36:22 a	0.03	1580
June 14th 2019, 8:37:22 a	0.03	1520
June 14th 2019, 8:38:23 a	0.04	1556
June 14th 2019, 8:39:22 a	0.03	1570
June 14th 2019, 8:40:22 a	0.02	1590
June 14th 2019, 8:41:23 a	0.05	1574
June 14th 2019, 8:42:22 a	0.04	1588
June 14th 2019, 8:43:23 a	0.04	1543
June 14th 2019, 8:44:23 a	0.02	1568
June 14th 2019, 8:45:22 a	0.03	1553
June 14th 2019, 8:46:23 a	0.03	1582
June 14th 2019, 8:47:23 a	0.03	1631
June 14th 2019, 8:49:22 a	0.01	1612
June 14th 2019, 8:50:23 a	0.02	1579
June 14th 2019, 8:51:23 a	0.03	1576
June 14th 2019, 8:52:22 a	0.03	1579
June 14th 2019, 8:53:23 a	0.04	1496
June 14th 2019, 8:54:23 a	0.02	1572
June 14th 2019, 8:55:22 a	0	1522
June 14th 2019, 8:56:24 a	0.02	1527
June 14th 2019, 8:57:23 a	0.01	1551
June 14th 2019, 8:58:23 a	0.01	1576
June 14th 2019, 8:59:23 a	0.02	1638
June 14th 2019, 9:00:23 a	0.04	1555
June 14th 2019, 9:01:23 a	0.04	1569
June 14th 2019, 9:02:23 a	0.03	1607
June 14th 2019, 9:03:23 a	0.04	1557
June 14th 2019, 9:04:23 a	0.02	1570
June 14th 2019, 9:05:24 a	0.01	1576
June 14th 2019, 9:06:24 a	0.03	1568
June 14th 2019, 9:07:23 a	0.04	1560
June 14th 2019, 9:08:23 a	0.02	1598
June 14th 2019, 9:09:23 a	0.11	1576
June 14th 2019, 9:10:24 a	0.03	1570
June 14th 2019, 9:11:23 a	0.1	1546
June 14th 2019, 9:12:23 a	0.01	1543
June 14th 2019, 9:13:24 a	0.03	1605
June 14th 2019, 9:14:24 a	0.1	1564
June 14th 2019, 9:15:24 a	0.04	1550
June 14th 2019, 9:16:23 a	0.04	1555
June 14th 2019, 9:17:24 a	0.1	1577
June 14th 2019, 9:18:24 a	0.1	1574
June 14th 2019, 9:19:24 a	0.11	1696
June 14th 2019, 9:20:24 a	0.05	1576
June 14th 2019, 9:21:24 a	0.05	1601
June 14th 2019, 9:22:24 a	0.04	1709
June 14th 2019, 9:23:24 a	0.05	1566
June 14th 2019, 9:23:26 a		0
June 14th 2019, 9:24:24 a	0.04	1511
June 14th 2019, 9:25:24 a	0.1	1635
June 14th 2019, 9:26:25 a	0.03	1431
June 14th 2019, 9:27:24 a	0.04	1594
June 14th 2019, 9:28:24 a	0.04	1574
June 14th 2019, 9:29:24 a	0.03	1629
June 14th 2019, 9:30:24 a	0.11	1581
June 14th 2019, 9:31:24 a	0.1	1579
June 14th 2019, 9:32:24 a	0.02	1577
June 14th 2019, 9:33:24 a	0.02	1537
June 14th 2019, 9:34:25 a		1572
June 14th 2019, 9:35:25 a	0.04	1661
June 14th 2019, 9:36:25 a	0.03	1574
June 14th 2019, 9:37:25 a	0.04	1581
June 14th 2019, 9:39:26 a	0.04	1566
June 14th 2019, 9:40:26 a		1579
June 14th 2019, 9:41:28 a		1614
June 14th 2019, 9:42:28 a		1513
June 14th 2019, 9:43:28 a		1568
June 14th 2019, 9:44:29 a		1577
June 14th 2019, 9:45:29 a	0.01	1544
June 14th 2019, 9:46:29 a	0.01	1588
June 14th 2019, 9:48:29 a	0.01	1600
June 14th 2019, 9:49:29 a	0	1578
June 14th 2019, 9:50:29 a	0	1585
June 14th 2019, 9:51:32 a		1577
June 14th 2019, 9:52:40 a		1560
June 14th 2019, 9:53:40 a		1575
June 14th 2019, 9:54:41 a	0.03	1620
June 14th 2019, 9:56:41 a	0	1563
June 14th 2019, 9:57:40 a	0.02	1579
June 14th 2019, 10:05:41 a	0.01	1562
June 14th 2019, 10:07:41 a	0	1540
June 14th 2019, 10:10:41 a	0.01	1439
June 14th 2019, 10:11:40 a		1570
June 14th 2019, 10:12:42 a		1579
June 14th 2019, 10:13:44 a		1514
June 14th 2019, 10:14:44 a		1607
June 14th 2019, 10:15:44 a		1572
June 14th 2019, 10:16:44 a		1618
June 14th 2019, 10:17:48 a		1576
June 14th 2019, 10:19:01 a		1552
June 14th 2019, 10:21:24 a		1584
June 14th 2019, 10:24:27 a		1483
June 14th 2019, 10:25:31 a		1568
June 14th 2019, 10:28:31 a	0	1569
June 14th 2019, 10:29:31 a	0.01	1573
June 14th 2019, 10:30:31 a		1562
June 14th 2019, 10:31:31 a	0.02	1594
June 14th 2019, 10:32:32 a	0	1492
June 14th 2019, 10:33:31 a	0.01	1588
June 14th 2019, 10:34:31 a		1530
June 14th 2019, 10:35:31 a	0	1572
June 14th 2019, 10:37:33 a		1580
June 14th 2019, 10:39:32 a		1560
June 14th 2019, 10:42:34 a		1566
June 14th 2019, 10:43:33 a	0.01	1574
June 14th 2019, 10:44:33 a	0.01	1565
June 14th 2019, 10:46:33 a	0.02	1568
June 14th 2019, 10:47:33 a	0.02	1572
June 14th 2019, 10:48:33 a	0.01	1558
June 14th 2019, 10:52:34 a	0.03	1594
June 14th 2019, 10:53:33 a	0.02	1548
June 14th 2019, 10:54:33 a	0.02	1547
June 14th 2019, 10:55:34 a		1539
June 14th 2019, 10:57:34 a		1534
June 14th 2019, 10:58:35 a	0.01	1554
June 14th 2019, 10:59:35 a	0.02	1596
June 14th 2019, 11:00:35 a		1581
June 14th 2019, 11:01:48 a	0.02	1544
June 14th 2019, 11:03:28 a		1566
June 14th 2019, 11:05:28 a		1590
June 14th 2019, 11:07:01 a		1552
June 14th 2019, 11:08:03 a		1575
June 14th 2019, 11:09:02 a		1544
June 14th 2019, 11:11:12 a		1584
June 14th 2019, 11:12:19 a		1570
June 14th 2019, 11:13:33 a		1570
June 14th 2019, 11:14:34 a		1576
June 14th 2019, 11:16:54 a		1567
June 14th 2019, 11:18:23 a		1567
June 14th 2019, 11:19:25 a		1562
June 14th 2019, 11:20:32 a		1544
June 14th 2019, 11:21:43 a		1562
June 14th 2019, 11:22:46 a		1608
June 14th 2019, 11:24:05 a		1584
June 14th 2019, 11:25:14 a		1584
June 14th 2019, 11:26:20 a		1556
June 14th 2019, 11:27:20 a		1570
June 14th 2019, 11:28:59 a		1580
June 14th 2019, 11:31:03 a		1565
June 14th 2019, 11:32:11 a		1571
June 14th 2019, 11:33:29 a		1576
June 14th 2019, 11:35:49 a		1590
June 14th 2019, 11:37:04 a		1534
June 14th 2019, 11:38:37 a		1608
June 14th 2019, 11:39:44 a		1575
June 14th 2019, 11:41:22 a		1571
June 14th 2019, 11:42:45 a		1570
June 14th 2019, 11:43:52 a		1545
June 14th 2019, 11:45:14 a		1567
June 14th 2019, 11:46:26 a		1577
June 14th 2019, 11:49:36 a		1559
June 14th 2019, 11:51:13 a		1566
June 14th 2019, 11:52:21 a		1685
June 14th 2019, 11:53:37 a		1576
June 14th 2019, 11:54:38 a		1608
June 14th 2019, 11:55:38 a		1541
June 14th 2019, 11:56:39 a		1566
June 14th 2019, 11:57:40 a		1508
June 14th 2019, 11:58:42 a		1522
June 14th 2019, 11:59:47 a		1568
June 14th 2019, 12:01:02 p		1596
June 14th 2019, 12:02:04 p		1552
June 14th 2019, 12:03:16 p		1540
June 14th 2019, 12:04:16 p		1567
June 14th 2019, 12:05:17 p		1576
June 14th 2019, 12:07:15 p	0.02	1565
June 14th 2019, 12:08:16 p	0.03	1574
June 14th 2019, 12:09:16 p		1580
June 14th 2019, 12:10:16 p	0.03	1538
June 14th 2019, 12:11:17 p		1574
June 14th 2019, 12:12:17 p		1563
June 14th 2019, 12:13:16 p	0.03	1532
June 14th 2019, 12:15:17 p		1710
June 14th 2019, 12:16:16 p		1581
June 14th 2019, 12:17:17 p	0.01	1572
June 14th 2019, 12:18:16 p		1573
June 14th 2019, 12:19:16 p	0.03	1542
June 14th 2019, 12:21:17 p		1642
June 14th 2019, 12:22:16 p		1583
June 14th 2019, 12:24:17 p		1578
June 14th 2019, 12:25:16 p		1544
June 14th 2019, 12:26:17 p		1586
June 14th 2019, 12:27:17 p		1574
June 14th 2019, 12:28:18 p		1576
June 14th 2019, 12:29:17 p		1579
June 14th 2019, 12:30:18 p		1556
June 14th 2019, 12:31:18 p		1586
June 14th 2019, 12:35:18 p	0.01	1579
June 14th 2019, 12:37:18 p		1493
June 14th 2019, 12:38:18 p		1596
June 14th 2019, 12:39:17 p		1583
June 14th 2019, 12:40:18 p		1601
June 14th 2019, 12:42:17 p		1607
June 14th 2019, 12:43:19 p		1538
June 14th 2019, 12:44:17 p		1577
June 14th 2019, 12:45:19 p		1568
June 14th 2019, 12:45:54 p		0
June 14th 2019, 12:45:54 p		0
June 14th 2019, 12:45:54 p		0
June 14th 2019, 12:45:55 p		0
June 14th 2019, 12:45:55 p		0
June 14th 2019, 12:45:55 p		0
June 14th 2019, 12:45:55 p		0
June 14th 2019, 12:45:58 p		0
June 14th 2019, 12:45:58 p		0
June 14th 2019, 12:45:58 p		0
June 14th 2019, 12:45:59 p		0
June 14th 2019, 12:45:59 p		0
June 14th 2019, 12:46:17 p	0.03	1541
June 14th 2019, 12:46:20 p		0
June 14th 2019, 12:46:20 p		0
June 14th 2019, 12:46:21 p		0
June 14th 2019, 12:46:21 p		0
June 14th 2019, 12:46:21 p		0
June 14th 2019, 12:46:39 p		0
June 14th 2019, 12:46:39 p		0
June 14th 2019, 12:46:39 p		0
June 14th 2019, 12:46:40 p		0
June 14th 2019, 12:46:40 p		0
June 14th 2019, 12:47:17 p		1567
June 14th 2019, 12:48:18 p		1521
June 14th 2019, 12:50:18 p		1579
June 14th 2019, 12:51:18 p	0.01	1573
June 14th 2019, 12:52:24 p		1589
June 14th 2019, 12:53:24 p		1582
June 14th 2019, 12:54:24 p		1581
June 14th 2019, 12:56:24 p		1549
June 14th 2019, 12:57:24 p		1573
June 14th 2019, 12:58:09 p		0
June 14th 2019, 12:58:09 p		0
June 14th 2019, 12:58:09 p		0
June 14th 2019, 12:58:09 p		0
June 14th 2019, 12:58:09 p		0
June 14th 2019, 12:58:09 p		0
June 14th 2019, 12:58:10 p		0
June 14th 2019, 12:58:27 p		1502
June 14th 2019, 12:59:29 p		1586
June 14th 2019, 1:00:30 p		1556
June 14th 2019, 1:01:29 p		1571
June 14th 2019, 1:02:29 p		1587
June 14th 2019, 1:03:30 p		1571
June 14th 2019, 1:04:33 p		1569
June 14th 2019, 1:05:31 p	0.02	1421
June 14th 2019, 1:06:32 p		1508
June 14th 2019, 1:07:31 p		1579
June 14th 2019, 1:08:32 p	0.02	1610
June 14th 2019, 1:09:32 p	0.01	1557
June 14th 2019, 1:10:32 p	0.02	1587
June 14th 2019, 1:12:17 p		1589
June 14th 2019, 1:12:47 p		0
June 14th 2019, 1:12:47 p		0
June 14th 2019, 1:13:50 p		1610
June 14th 2019, 1:15:14 p		1575
June 14th 2019, 1:15:35 p		0
June 14th 2019, 1:15:51 p		0
June 14th 2019, 1:15:51 p		0
June 14th 2019, 1:15:51 p		0
June 14th 2019, 1:15:52 p		0
June 14th 2019, 1:15:59 p		0
June 14th 2019, 1:15:59 p		0
June 14th 2019, 1:15:59 p		0
June 14th 2019, 1:16:14 p		1581
June 14th 2019, 1:16:19 p		0
June 14th 2019, 1:17:20 p		1600
June 14th 2019, 1:18:18 p		0
June 14th 2019, 1:18:18 p		0
June 14th 2019, 1:18:18 p		0
June 14th 2019, 1:18:18 p		0
June 14th 2019, 1:18:19 p		0
June 14th 2019, 1:18:24 p		1568
June 14th 2019, 1:19:24 p		1573
June 14th 2019, 1:20:24 p		1565
June 14th 2019, 1:21:24 p	0.01	1552
June 14th 2019, 1:22:24 p	0.03	1570
June 14th 2019, 1:23:25 p	0.02	1554
June 14th 2019, 1:24:25 p	0.01	1597
June 14th 2019, 1:25:24 p		1554
June 14th 2019, 1:26:25 p		1502
June 14th 2019, 1:27:26 p		1530
June 14th 2019, 1:28:25 p		1594
June 14th 2019, 1:29:27 p		1572
June 14th 2019, 1:29:59 p		0
June 14th 2019, 1:30:06 p		0
June 14th 2019, 1:30:28 p		1623
June 14th 2019, 1:31:29 p		1527
June 14th 2019, 1:32:41 p		1507
June 14th 2019, 1:33:42 p		1586
June 14th 2019, 1:34:46 p		1624
June 14th 2019, 1:35:50 p		1595
June 14th 2019, 1:37:23 p		1589
June 14th 2019, 1:37:25 p		0
June 14th 2019, 1:37:28 p		0
June 14th 2019, 1:37:54 p		0
June 14th 2019, 1:37:55 p		0
June 14th 2019, 1:38:14 p		0
June 14th 2019, 1:38:20 p		0
June 14th 2019, 1:38:23 p		1584
June 14th 2019, 1:39:25 p		1572
June 14th 2019, 1:40:38 p		1579
June 14th 2019, 1:41:40 p		1582
June 14th 2019, 1:42:40 p		1586
June 14th 2019, 1:43:41 p		1563
June 14th 2019, 1:44:40 p		1678
June 14th 2019, 1:45:40 p	0.03	1574
June 14th 2019, 1:46:49 p		1573
June 14th 2019, 1:47:53 p		1629
June 14th 2019, 1:48:57 p		1592
June 14th 2019, 1:50:05 p		1618
June 14th 2019, 1:54:06 p	0.01	1578
June 14th 2019, 1:55:06 p		1596
June 14th 2019, 1:56:11 p		1577
June 14th 2019, 1:57:11 p		1578
June 14th 2019, 1:58:10 p		1557
June 14th 2019, 1:59:11 p		1623
June 14th 2019, 2:01:15 p		1530
June 14th 2019, 2:02:30 p		1584
June 14th 2019, 2:03:36 p		1571
June 14th 2019, 2:04:57 p		1580
June 14th 2019, 2:07:23 p		1568
June 14th 2019, 2:08:55 p		1581
June 14th 2019, 2:10:36 p		1570
June 14th 2019, 2:12:27 p		1506
June 14th 2019, 2:13:40 p		1463
June 14th 2019, 2:16:16 p		1555
June 14th 2019, 2:17:16 p		1600
June 14th 2019, 2:18:19 p		1573
June 14th 2019, 2:21:35 p		1576
June 14th 2019, 2:23:20 p		1648
June 14th 2019, 2:25:00 p		1571
June 14th 2019, 2:26:09 p		1589
June 14th 2019, 2:27:28 p		1500
June 14th 2019, 2:28:38 p		1569
June 14th 2019, 2:29:40 p		1581
June 14th 2019, 2:30:50 p		1567
June 14th 2019, 2:32:06 p		1572
June 14th 2019, 2:33:14 p		1598
June 14th 2019, 2:34:38 p		1560
June 14th 2019, 2:35:42 p		1575
June 14th 2019, 2:36:58 p		1594
June 14th 2019, 2:38:03 p		1540

June 14th 2019, 2:39:05 p		1592
June 14th 2019, 2:40:20 p		1552
June 14th 2019, 2:41:57 p		1575
June 14th 2019, 2:42:57 p		1578
June 14th 2019, 2:44:24 p		1601
June 14th 2019, 2:45:32 p		1686
June 14th 2019, 2:47:08 p		1603
June 14th 2019, 2:48:14 p		1549
June 14th 2019, 2:49:20 p		1586
June 14th 2019, 2:51:28 p		1589
June 14th 2019, 2:52:34 p		1604
June 14th 2019, 2:53:51 p		1618
June 14th 2019, 2:54:59 p		1510
June 14th 2019, 2:56:13 p		1583
June 14th 2019, 2:57:46 p		1621
June 14th 2019, 2:58:54 p		1529
June 14th 2019, 3:02:23 p		1522
June 14th 2019, 3:03:58 p		1587
June 14th 2019, 3:05:07 p		1641
June 14th 2019, 3:06:23 p		1481
June 14th 2019, 3:07:49 p		1685
June 14th 2019, 3:09:04 p		1661
June 14th 2019, 3:10:27 p		1568
June 14th 2019, 3:11:44 p		1569
June 14th 2019, 3:13:47 p		1482
June 14th 2019, 3:15:55 p		1587
June 14th 2019, 3:17:30 p		1558
June 14th 2019, 3:18:57 p		1622
June 14th 2019, 3:20:24 p		1577
June 14th 2019, 3:22:03 p		1555
June 14th 2019, 3:23:16 p		1586
June 14th 2019, 3:24:38 p		1580
June 14th 2019, 3:25:53 p		1578
June 14th 2019, 3:27:14 p		1545
June 14th 2019, 3:28:20 p		1582
June 14th 2019, 3:30:41 p		1571
June 14th 2019, 3:31:50 p		1577
June 14th 2019, 3:32:52 p		1632
June 14th 2019, 3:34:28 p		1615
June 14th 2019, 3:35:29 p		1550
June 14th 2019, 3:36:47 p		1613
June 14th 2019, 3:37:55 p		1572
June 14th 2019, 3:39:51 p		1671
June 14th 2019, 3:40:58 p		1557
June 14th 2019, 3:42:23 p		1601
June 14th 2019, 3:43:35 p		1469
June 14th 2019, 3:45:00 p		1551
June 14th 2019, 3:47:55 p		1581
June 14th 2019, 3:48:59 p		1474
June 14th 2019, 3:50:13 p		1633
June 14th 2019, 3:52:04 p		1570
June 14th 2019, 3:53:37 p		1479
June 14th 2019, 3:54:45 p		1576
June 14th 2019, 3:56:11 p		1595
June 14th 2019, 3:57:18 p		1587
June 14th 2019, 3:58:17 p		1543
June 14th 2019, 3:59:17 p		1570
June 14th 2019, 4:00:17 p		1556
June 14th 2019, 4:01:17 p		1624
June 14th 2019, 4:05:17 p		1672
June 14th 2019, 4:06:18 p	0.01	1598
June 14th 2019, 4:09:18 p		1559
June 14th 2019, 4:14:17 p		1590
June 14th 2019, 4:18:17 p	0.01	1596
June 14th 2019, 4:18:30 p		0
June 14th 2019, 4:18:30 p		0
June 14th 2019, 4:18:30 p		0
June 14th 2019, 4:18:30 p		0
June 14th 2019, 4:18:31 p		0
June 14th 2019, 4:18:31 p		0
June 14th 2019, 4:18:31 p		0
June 14th 2019, 4:18:31 p		0
June 14th 2019, 4:18:31 p		0
June 14th 2019, 4:18:31 p		0
June 14th 2019, 4:18:32 p		0
June 14th 2019, 4:18:32 p		0
June 14th 2019, 4:18:32 p		0
June 14th 2019, 4:18:58 p		0
June 14th 2019, 4:19:06 p		0
June 14th 2019, 4:19:18 p	0.01	1488
June 14th 2019, 4:21:17 p	0.02	1569
June 14th 2019, 4:28:17 p	0.02	1583
June 14th 2019, 4:29:17 p	0.03	1452
June 14th 2019, 4:30:17 p	0.03	1592
June 14th 2019, 4:31:17 p	0.02	1623
June 14th 2019, 4:33:17 p	0.01	1629
June 14th 2019, 4:36:17 p	0	1571
June 14th 2019, 4:37:17 p	0.02	1592
June 14th 2019, 4:39:17 p	0	1587
June 14th 2019, 4:40:17 p	0	1603
June 14th 2019, 4:44:17 p	0.01	1463
June 14th 2019, 4:47:18 p	0.02	1585
June 14th 2019, 4:48:18 p	0.02	1582
June 14th 2019, 4:49:18 p	0.03	1588
June 14th 2019, 4:50:17 p	0.02	1589
June 14th 2019, 4:51:17 p	0.03	1549
June 14th 2019, 4:52:17 p	0.01	1578
June 14th 2019, 4:55:17 p	0.01	1617
