Date	            Water Level	                 Soiloisture
June 24th 2019, 1:16:16 a	0.17	1624
June 24th 2019, 1:17:16 a	0.18	1567
June 24th 2019, 1:18:17 a	0.16	1586
June 24th 2019, 1:19:15 a	0.16	1582
June 24th 2019, 1:20:17 a	0.16	1580
June 24th 2019, 1:21:16 a	0.16	1557
June 24th 2019, 1:22:16 a	0.17	1574
June 24th 2019, 1:23:16 a	0.09	1682
June 24th 2019, 1:24:16 a	0.16	1602
June 24th 2019, 1:25:16 a	0.17	1579
June 24th 2019, 1:26:16 a	0.17	1683
June 24th 2019, 1:27:16 a	0.19	1575
June 24th 2019, 1:28:16 a	0.19	1572
June 24th 2019, 1:29:16 a	0.24	1600
June 24th 2019, 1:30:15 a	0.17	1560
June 24th 2019, 1:31:16 a	0.16	1606
June 24th 2019, 1:32:17 a	0.19	1618
June 24th 2019, 1:33:16 a	0.08	1447
June 24th 2019, 1:34:16 a	0.17	1518
June 24th 2019, 1:35:15 a	0.09	1581
June 24th 2019, 1:36:16 a	0.17	1639
June 24th 2019, 1:37:16 a	0.21	1637
June 24th 2019, 1:38:17 a	0.17	1627
June 24th 2019, 1:39:17 a	0.17	1590
June 24th 2019, 1:40:16 a	0.2	1579
June 24th 2019, 1:41:16 a	0.16	1573
June 24th 2019, 1:42:15 a	0.19	1542
June 24th 2019, 1:43:15 a	0.15	1590
June 24th 2019, 1:44:16 a	0.17	1552
June 24th 2019, 1:45:16 a	0.15	1560
June 24th 2019, 1:46:15 a	0.13	1563
June 24th 2019, 1:47:16 a	0.09	1457
June 24th 2019, 1:48:16 a	0.15	1581
June 24th 2019, 1:49:15 a	0.19	1596
June 24th 2019, 1:50:16 a	0.18	1441
June 24th 2019, 1:51:15 a	0.18	1637
June 24th 2019, 1:52:16 a	0.18	1591
June 24th 2019, 1:53:16 a	0.23	1514
June 24th 2019, 1:54:16 a	0.2	1598
June 24th 2019, 1:55:17 a	0.09	1608
June 24th 2019, 1:56:16 a	0.18	1602
June 24th 2019, 1:57:15 a	0.11	1552
June 24th 2019, 1:58:16 a	0.19	1587
June 24th 2019, 1:59:17 a	0.09	1584
June 24th 2019, 2:00:15 a	0.2	1580
June 24th 2019, 2:01:16 a	0.12	1556
June 24th 2019, 2:02:16 a	0.18	1577
June 24th 2019, 2:03:16 a	0.18	1574
June 24th 2019, 2:04:16 a	0.09	1603
June 24th 2019, 2:05:16 a	0.09	1579
June 24th 2019, 2:06:16 a	0.09	1590
June 24th 2019, 2:07:16 a	0.18	1570
June 24th 2019, 2:08:16 a	0.2	1580
June 24th 2019, 2:09:16 a	0.16	1595
June 24th 2019, 2:10:16 a	0.15	1613
June 24th 2019, 2:11:16 a	0.17	1582
June 24th 2019, 2:12:17 a	0.16	1547
June 24th 2019, 2:13:15 a	0.09	1577
June 24th 2019, 2:14:17 a	0.17	1616
June 24th 2019, 2:15:17 a	0.14	1552
June 24th 2019, 2:16:17 a	0.09	1543
June 24th 2019, 2:17:16 a	0.05	1573
June 24th 2019, 2:18:16 a	0.17	1581
June 24th 2019, 2:19:16 a	0.18	1598
June 24th 2019, 2:20:16 a	0.08	1567
June 24th 2019, 2:21:16 a	0.21	1571
June 24th 2019, 2:22:16 a	0.16	1581
June 24th 2019, 2:23:16 a	0.17	1589
June 24th 2019, 2:24:16 a	0.17	1559
June 24th 2019, 2:25:16 a	0.17	1585
June 24th 2019, 2:26:16 a	0.16	1606
June 24th 2019, 2:27:16 a	0.23	1575
June 24th 2019, 2:28:16 a	0.18	1581
June 24th 2019, 2:29:16 a	0.18	1644
June 24th 2019, 2:30:17 a	0.18	1610
June 24th 2019, 2:31:16 a	0.14	1659
June 24th 2019, 2:32:16 a	0.23	1582
June 24th 2019, 2:33:16 a	0.15	1577
June 24th 2019, 2:34:16 a	0.17	1539
June 24th 2019, 2:35:16 a	0.17	1583
June 24th 2019, 2:36:16 a	0.16	1584
June 24th 2019, 2:37:16 a	0.16	1551
June 24th 2019, 2:38:16 a	0.21	1586
June 24th 2019, 2:39:16 a	0.08	1571
June 24th 2019, 2:40:16 a	0.1	1604
June 24th 2019, 2:41:16 a	0.21	1634
June 24th 2019, 2:42:16 a	0.18	1560
June 24th 2019, 2:43:16 a	0.23	1572
June 24th 2019, 2:44:16 a	0.17	1557
June 24th 2019, 2:45:16 a	0.18	1569
June 24th 2019, 2:46:16 a	0.17	1545
June 24th 2019, 2:47:16 a	0.08	1470
June 24th 2019, 2:48:16 a	0.19	1525
June 24th 2019, 2:49:16 a	0.18	1612
June 24th 2019, 2:50:16 a	0.2	1556
June 24th 2019, 2:51:16 a	0.15	1583
June 24th 2019, 2:52:17 a	0.17	1583
June 24th 2019, 2:53:16 a	0.07	1563
June 24th 2019, 2:54:17 a	0.16	1561
June 24th 2019, 2:55:16 a	0.19	1633
June 24th 2019, 2:56:16 a	0.17	1563
June 24th 2019, 2:57:17 a	0.16	1582
June 24th 2019, 2:58:16 a	0.15	1583
June 24th 2019, 2:59:17 a	0.17	1572
June 24th 2019, 3:00:16 a	0.15	1563
June 24th 2019, 3:01:16 a	0.09	1570
June 24th 2019, 3:02:16 a	0.09	1589
June 24th 2019, 3:03:16 a	0.09	1580
June 24th 2019, 3:04:16 a	0.16	1536
June 24th 2019, 3:05:16 a	0.13	1540
June 24th 2019, 3:06:16 a	0.17	1587
June 24th 2019, 3:07:16 a	0.17	1578
June 24th 2019, 3:08:16 a	0.09	1551
June 24th 2019, 3:09:16 a	0.2	1596
June 24th 2019, 3:10:16 a	0.07	1566
June 24th 2019, 3:11:16 a	0.23	1589
June 24th 2019, 3:12:16 a	0.17	1566
June 24th 2019, 3:13:16 a	0.18	1675
June 24th 2019, 3:14:16 a	0.18	1590
June 24th 2019, 3:15:16 a	0.17	1566
June 24th 2019, 3:16:16 a	0.17	1538
June 24th 2019, 3:17:16 a	0.17	1711
June 24th 2019, 3:18:16 a	0.17	1581
June 24th 2019, 3:19:16 a	0.16	1509
June 24th 2019, 3:20:16 a	0.22	1609
June 24th 2019, 3:21:16 a	0.23	1584
June 24th 2019, 3:22:16 a	0.17	1574
June 24th 2019, 3:23:16 a	0.19	1621
June 24th 2019, 3:24:16 a	0.16	1563
June 24th 2019, 3:25:16 a	0.21	1573
June 24th 2019, 3:26:16 a	0.17	1601
June 24th 2019, 3:27:16 a	0.23	1526
June 24th 2019, 3:28:16 a	0.21	1593
June 24th 2019, 3:29:16 a	0.2	1470
June 24th 2019, 3:30:16 a	0.22	1570
June 24th 2019, 3:31:16 a	0.15	1587
June 24th 2019, 3:32:16 a	0.19	1573
June 24th 2019, 3:33:16 a	0.18	1582
June 24th 2019, 3:34:16 a	0.22	1585
June 24th 2019, 3:35:16 a	0.1	1584
June 24th 2019, 3:36:16 a	0.18	1631
June 24th 2019, 3:37:16 a	0.23	1578
June 24th 2019, 3:38:17 a	0.15	1579
June 24th 2019, 3:39:16 a	0.18	1595
June 24th 2019, 3:40:16 a	0.23	1582
June 24th 2019, 3:41:16 a	0.23	1558
June 24th 2019, 3:42:16 a	0.08	1669
June 24th 2019, 3:43:16 a	0.18	1542
June 24th 2019, 3:45:16 a	0.19	1560
June 24th 2019, 3:46:16 a	0.21	1578
June 24th 2019, 3:47:16 a	0.18	1672
June 24th 2019, 3:49:17 a	0.28	1731
June 24th 2019, 3:50:16 a	0.19	1604
June 24th 2019, 3:51:16 a	0.2	1576
June 24th 2019, 3:52:16 a	0.09	1557
June 24th 2019, 3:53:16 a	0.17	1579
June 24th 2019, 3:54:16 a	0.22	1642
June 24th 2019, 3:55:16 a	0.15	1584
June 24th 2019, 3:56:16 a	0.19	1544
June 24th 2019, 3:57:17 a	0.24	1612
June 24th 2019, 3:58:16 a	0.18	1579
June 24th 2019, 3:59:16 a	0.18	1662
June 24th 2019, 4:01:16 a	0.14	1583
June 24th 2019, 4:02:16 a	0.18	1542
June 24th 2019, 4:03:16 a	0.18	1560
June 24th 2019, 4:04:16 a	0.23	1587
June 24th 2019, 4:05:18 a	0.18	1578
June 24th 2019, 4:06:16 a	0.21	1578
June 24th 2019, 4:07:16 a	0.16	1556
June 24th 2019, 4:08:16 a	0.16	1621
June 24th 2019, 4:09:17 a	0.18	1569
June 24th 2019, 4:10:16 a	0.18	1551
June 24th 2019, 4:11:16 a	0.23	1619
June 24th 2019, 4:12:16 a	0.17	1591
June 24th 2019, 4:13:16 a	0.08	1678
June 24th 2019, 4:14:16 a	0.18	1664
June 24th 2019, 4:15:16 a	0.16	1549
June 24th 2019, 4:16:16 a	0.17	1579
June 24th 2019, 4:17:16 a	0.18	1587
June 24th 2019, 4:18:16 a	0.17	1604
June 24th 2019, 4:19:16 a	0.19	1580
June 24th 2019, 4:20:16 a	0.18	1593
June 24th 2019, 4:21:16 a	0.17	1664
June 24th 2019, 4:22:16 a	0.09	1610
June 24th 2019, 4:23:16 a	0.18	1448
June 24th 2019, 4:24:16 a	0.17	1575
June 24th 2019, 4:25:16 a	0.16	1586
June 24th 2019, 4:26:16 a	0.18	1576
June 24th 2019, 4:27:16 a	0.16	1615
June 24th 2019, 4:28:17 a	0.18	1587
June 24th 2019, 4:29:16 a	0.17	1512
June 24th 2019, 4:30:17 a	0.19	1576
June 24th 2019, 4:31:16 a	0.19	1538
June 24th 2019, 4:32:16 a	0.18	1576
June 24th 2019, 4:33:17 a	0.18	1604
June 24th 2019, 4:34:16 a	0.19	1655
June 24th 2019, 4:35:17 a	0.17	1600
June 24th 2019, 4:36:16 a	0.2	1479
June 24th 2019, 4:37:16 a	0.18	1535
June 24th 2019, 4:38:16 a	0.19	1577
June 24th 2019, 4:39:17 a	0.18	1581
June 24th 2019, 4:40:17 a	0.17	1611
June 24th 2019, 4:41:17 a	0.2	1558
June 24th 2019, 4:42:16 a	0.17	1582
June 24th 2019, 4:43:16 a	0.18	1577
June 24th 2019, 4:44:17 a	0.19	1573
June 24th 2019, 4:45:16 a	0.17	1556
June 24th 2019, 4:46:17 a	0.18	1504
June 24th 2019, 4:47:16 a	0.2	1550
June 24th 2019, 4:48:17 a	0.19	1594
June 24th 2019, 4:49:16 a	0.18	1628
June 24th 2019, 4:50:17 a	0.19	1561
June 24th 2019, 4:51:17 a	0.18	1548
June 24th 2019, 4:52:17 a	0.18	1563
June 24th 2019, 4:53:18 a	0.19	1575
June 24th 2019, 4:54:17 a	0.17	1578
June 24th 2019, 4:55:16 a	0.39	1495
June 24th 2019, 4:56:17 a	0.18	1567
June 24th 2019, 4:57:17 a	0.19	1575
June 24th 2019, 4:58:17 a	0.19	1572
June 24th 2019, 4:59:17 a	0.2	1616
June 24th 2019, 5:00:17 a	0.21	1557
June 24th 2019, 5:01:18 a	0.18	1686
June 24th 2019, 5:02:17 a	0.19	1572
June 24th 2019, 5:03:17 a	0.19	1603
June 24th 2019, 5:04:17 a	0.19	1569
June 24th 2019, 5:05:17 a	0.19	1658
June 24th 2019, 5:06:17 a	0.18	1576
June 24th 2019, 5:07:17 a	0.19	1607
June 24th 2019, 5:08:17 a	0.2	1576
June 24th 2019, 5:09:17 a	0.19	1575
June 24th 2019, 5:10:17 a	0.18	1563
June 24th 2019, 5:11:18 a	0.19	1621
June 24th 2019, 5:12:17 a	0.2	1562
June 24th 2019, 5:13:17 a	0.19	1619
June 24th 2019, 5:14:17 a	0.18	1579
June 24th 2019, 5:15:17 a	0.19	1559
June 24th 2019, 5:16:17 a	0.19	1617
June 24th 2019, 5:17:18 a	0.2	1577
June 24th 2019, 5:18:18 a	0.18	1566
June 24th 2019, 5:19:18 a	0.18	1590
June 24th 2019, 5:20:18 a	0.26	1572
June 24th 2019, 5:21:17 a	0.18	1641
June 24th 2019, 5:22:18 a	0.18	1610
June 24th 2019, 5:23:18 a	0.18	1585
June 24th 2019, 5:24:18 a	0.18	1598
June 24th 2019, 5:25:17 a	0.21	1580
June 24th 2019, 5:26:18 a	0.18	1535
June 24th 2019, 5:27:18 a	0.55	1526
June 24th 2019, 5:28:18 a	0.17	1492
June 24th 2019, 5:29:18 a	0.18	1522
June 24th 2019, 5:30:18 a	0.17	1571
June 24th 2019, 5:31:18 a	0.18	1572
June 24th 2019, 5:32:18 a	0.19	1587
June 24th 2019, 5:33:18 a	0.23	1578
June 24th 2019, 5:34:18 a	0.17	1566
June 24th 2019, 5:35:18 a	0.18	1571
June 24th 2019, 5:36:18 a	0.19	1645
June 24th 2019, 5:37:18 a	0.18	1536
June 24th 2019, 5:38:18 a	0.17	1555
June 24th 2019, 5:39:19 a	0.17	1475
June 24th 2019, 5:40:19 a	0.16	1516
June 24th 2019, 5:41:18 a	0.19	1617
June 24th 2019, 5:42:18 a	0.18	1574
June 24th 2019, 5:43:18 a	0.19	1582
June 24th 2019, 5:44:19 a	0.18	1535
June 24th 2019, 5:45:18 a	0.23	1565
June 24th 2019, 5:46:19 a	0.19	1519
June 24th 2019, 5:47:19 a	0.17	1504
June 24th 2019, 5:48:19 a	0.16	1550
June 24th 2019, 5:49:18 a	0.19	1573
June 24th 2019, 5:50:18 a	0.19	1583
June 24th 2019, 5:51:19 a	0.22	1630
June 24th 2019, 5:52:18 a	0.18	1487
June 24th 2019, 5:53:19 a	0.18	1571
June 24th 2019, 5:54:18 a	0.18	1581
June 24th 2019, 5:55:18 a	0.19	1546
June 24th 2019, 5:56:19 a	0.21	1574
June 24th 2019, 5:57:19 a	0.22	1557
June 24th 2019, 5:58:19 a	0.19	1587
June 24th 2019, 5:59:19 a	0.18	1585
June 24th 2019, 6:00:19 a	0.18	1589
June 24th 2019, 6:01:19 a	0.19	1570
June 24th 2019, 6:02:19 a	0.05	1578
June 24th 2019, 6:03:19 a	0.18	1553
June 24th 2019, 6:04:20 a	0.21	1575
June 24th 2019, 6:05:20 a	0.21	1539
June 24th 2019, 6:06:20 a	0.18	1576
June 24th 2019, 6:07:19 a	0.18	1611
June 24th 2019, 6:08:20 a	0.18	1559
June 24th 2019, 6:09:19 a	0.16	1578
June 24th 2019, 6:10:19 a	0.18	1584
June 24th 2019, 6:11:20 a	0.21	1591
June 24th 2019, 6:12:20 a	0.21	1564
June 24th 2019, 6:13:19 a	0.17	1590
June 24th 2019, 6:14:20 a	0.17	1581
June 24th 2019, 6:15:20 a	0.19	1561
June 24th 2019, 6:16:19 a	0.16	1599
June 24th 2019, 6:17:20 a	0.17	1610
June 24th 2019, 6:18:20 a	0.18	1540
June 24th 2019, 6:19:19 a	0.22	1568
June 24th 2019, 6:20:19 a	0.23	1561
June 24th 2019, 6:21:21 a	0.18	1567
June 24th 2019, 6:22:19 a	0.23	1534
June 24th 2019, 6:23:20 a	0.18	1583
June 24th 2019, 6:24:20 a	0.19	1511
June 24th 2019, 6:25:20 a	0.19	1598
June 24th 2019, 6:26:20 a	0.2	1534
June 24th 2019, 6:27:20 a	0.19	1589
June 24th 2019, 6:28:20 a	0.22	1571
June 24th 2019, 6:29:21 a	0.18	1566
June 24th 2019, 6:30:21 a	0.17	1551
June 24th 2019, 6:31:20 a	0.18	1585
June 24th 2019, 6:32:20 a	0.2	1560
June 24th 2019, 6:33:20 a	0.18	1579
June 24th 2019, 6:34:20 a	0.22	1514
June 24th 2019, 6:35:21 a	0.18	1573
June 24th 2019, 6:36:21 a	0.17	1558
June 24th 2019, 6:37:20 a	0.21	1598
June 24th 2019, 6:38:21 a	0.17	1553
June 24th 2019, 6:39:20 a	0.18	1565
June 24th 2019, 6:40:20 a	0.21	1543
June 24th 2019, 6:41:21 a	0.17	1704
June 24th 2019, 6:42:20 a	0.19	1660
June 24th 2019, 6:43:21 a	0.18	1573
June 24th 2019, 6:44:20 a	0.19	1542
June 24th 2019, 6:45:20 a	0.17	1632
June 24th 2019, 6:46:21 a	0.18	1612
June 24th 2019, 6:47:20 a	0.18	1578
June 24th 2019, 6:48:21 a	0.2	1557
June 24th 2019, 6:49:21 a	0.17	1588
June 24th 2019, 6:50:21 a	0.16	1587
June 24th 2019, 6:51:21 a	0.18	1550
June 24th 2019, 6:52:21 a	0.18	1549
June 24th 2019, 6:53:20 a	0.19	1606
June 24th 2019, 6:54:21 a	0.17	1569
June 24th 2019, 6:55:21 a	0.27	1586
June 24th 2019, 6:56:21 a	0.18	1419
June 24th 2019, 6:57:21 a	0.21	1648
June 24th 2019, 6:58:21 a	0.17	1577
June 24th 2019, 6:59:21 a	0.18	1569
June 24th 2019, 7:00:22 a	0.18	1535
June 24th 2019, 7:01:21 a	0.18	1620
June 24th 2019, 7:02:21 a	0.18	1606
June 24th 2019, 7:03:21 a	0.18	1569
June 24th 2019, 7:04:21 a	0.28	1694
June 24th 2019, 7:05:21 a	0.19	1583
June 24th 2019, 7:06:21 a	0.21	1532
June 24th 2019, 7:07:22 a	0.18	1582
June 24th 2019, 7:08:21 a	0.17	1567
June 24th 2019, 7:09:22 a	0.18	1572
June 24th 2019, 7:10:21 a	0.16	1559
June 24th 2019, 7:11:21 a	0.17	1621
June 24th 2019, 7:12:22 a	0.17	1501
June 24th 2019, 7:13:22 a	0.17	1565
June 24th 2019, 7:14:22 a	0.21	1531
June 24th 2019, 7:15:22 a	0.28	1545
June 24th 2019, 7:16:22 a	0.16	1409
June 24th 2019, 7:17:22 a	0.19	1635
June 24th 2019, 7:18:21 a	0.18	1623
June 24th 2019, 7:19:21 a	0.17	1573
June 24th 2019, 7:20:22 a	0.18	1572
June 24th 2019, 7:21:21 a	0.17	1623
June 24th 2019, 7:22:22 a	0.17	1628
June 24th 2019, 7:23:21 a	0.17	1560
June 24th 2019, 7:24:21 a	0.22	1485
June 24th 2019, 7:25:22 a	0.18	1563
June 24th 2019, 7:26:22 a	0.17	1589
June 24th 2019, 7:27:22 a	0.22	1590
June 24th 2019, 7:28:22 a	0.17	1566
June 24th 2019, 7:29:22 a	0.22	1567
June 24th 2019, 7:30:22 a	0.21	1576
June 24th 2019, 7:31:22 a	0.17	1550
June 24th 2019, 7:32:22 a	0.17	1551
June 24th 2019, 7:33:22 a	0.16	1579
June 24th 2019, 7:34:22 a	0.16	1543
June 24th 2019, 7:35:22 a	0.17	1443
June 24th 2019, 7:36:22 a	0.17	1492
June 24th 2019, 7:37:22 a	0.17	1587
June 24th 2019, 7:38:23 a	0.18	1575
June 24th 2019, 7:39:22 a	0.18	1621
June 24th 2019, 7:40:22 a	0.18	1583
June 24th 2019, 7:41:22 a	0.18	1549
June 24th 2019, 7:42:23 a	0.19	1549
June 24th 2019, 7:43:23 a	0.18	1673
June 24th 2019, 7:44:22 a	0.2	1543
June 24th 2019, 7:45:22 a	0.18	1676
June 24th 2019, 7:46:23 a	0.24	1536
June 24th 2019, 7:47:22 a	0.18	1456
June 24th 2019, 7:48:23 a	0.17	1579
June 24th 2019, 7:49:23 a	0.18	1599
June 24th 2019, 7:50:23 a	0.18	1590
June 24th 2019, 7:51:23 a	0.18	1546
June 24th 2019, 7:52:23 a	0.18	1600
June 24th 2019, 7:53:23 a	0.2	1587
June 24th 2019, 7:54:23 a	0.17	1583
June 24th 2019, 7:55:23 a	0.18	1545
June 24th 2019, 7:56:23 a	0.17	1598
June 24th 2019, 7:57:23 a	0.17	1601
June 24th 2019, 7:58:24 a	0.18	1570
June 24th 2019, 7:59:23 a	0.18	1584
June 24th 2019, 8:00:23 a	0.24	1553
June 24th 2019, 8:01:23 a	0.17	1580
June 24th 2019, 8:02:23 a	0.24	1540
June 24th 2019, 8:03:23 a	0.18	1592
June 24th 2019, 8:04:23 a	0.17	1543
June 24th 2019, 8:05:23 a	0.18	1552
June 24th 2019, 8:06:23 a	0.18	1504
June 24th 2019, 8:07:23 a	0.18	1572
June 24th 2019, 8:08:23 a	0.18	1554
June 24th 2019, 8:09:24 a	0.17	1570
June 24th 2019, 8:10:24 a	0.18	1562
June 24th 2019, 8:11:24 a	0.25	1561
June 24th 2019, 8:12:23 a	0.18	1569
June 24th 2019, 8:13:24 a	0.18	1591
June 24th 2019, 8:14:24 a	0.18	1563
June 24th 2019, 8:15:24 a	0.22	1575
June 24th 2019, 8:16:24 a	0.19	1570
June 24th 2019, 8:17:24 a	0.17	1574
June 24th 2019, 8:18:23 a	0.17	1575
June 24th 2019, 8:19:24 a	0.18	1579
June 24th 2019, 8:20:24 a	0.16	1576
June 24th 2019, 8:21:23 a	0.18	1512
June 24th 2019, 8:22:23 a	0.19	1532
June 24th 2019, 8:23:24 a	0.18	1622
June 24th 2019, 8:24:23 a	0.17	1458
June 24th 2019, 8:25:24 a	0.17	1536
June 24th 2019, 8:26:24 a	0.18	1578
June 24th 2019, 8:27:24 a	0.18	1678
June 24th 2019, 8:28:25 a	0.18	1607
June 24th 2019, 8:29:24 a	0.18	1618
June 24th 2019, 8:30:24 a	0.19	1473
June 24th 2019, 8:31:24 a	0.18	1572
June 24th 2019, 8:32:24 a	0.22	1547
June 24th 2019, 8:33:24 a	0.22	1574
June 24th 2019, 8:34:25 a	0.17	1570
June 24th 2019, 8:35:24 a	0.18	1560
June 24th 2019, 8:36:24 a	0.18	1567
June 24th 2019, 8:37:24 a	0.23	1563
June 24th 2019, 8:38:25 a	0.25	1568
June 24th 2019, 8:39:24 a	0.23	1599
June 24th 2019, 8:40:24 a	0.18	1574
June 24th 2019, 8:41:25 a	0.18	1561
June 24th 2019, 8:42:24 a	0.24	1573
June 24th 2019, 8:43:25 a	0.17	1569
June 24th 2019, 8:44:25 a	0.23	1575
June 24th 2019, 8:45:25 a	0.17	1539
June 24th 2019, 8:46:24 a	0.25	1584
June 24th 2019, 8:47:24 a	0.18	1574
June 24th 2019, 8:48:24 a	0.18	1573
June 24th 2019, 8:49:25 a	0.27	1710
June 24th 2019, 8:50:26 a	0.27	1532
June 24th 2019, 8:51:24 a	0.29	1570
June 24th 2019, 8:52:25 a	0.22	1581
June 24th 2019, 8:53:24 a	0.17	1566
June 24th 2019, 8:54:24 a	0.17	1504
June 24th 2019, 8:55:25 a	0.18	1575
June 24th 2019, 8:56:25 a	0.26	1583
June 24th 2019, 8:57:25 a	0.21	1592
June 24th 2019, 8:58:25 a	0.28	1575
June 24th 2019, 8:59:25 a	0.27	1577
June 24th 2019, 9:00:25 a	0.21	1588
June 24th 2019, 9:01:25 a	0.22	1563
June 24th 2019, 9:02:25 a	0.17	1568
June 24th 2019, 9:03:25 a	0.24	1566
June 24th 2019, 9:04:25 a	0.23	1562
June 24th 2019, 9:05:26 a	0.22	1462
June 24th 2019, 9:06:26 a	0.18	1485
June 24th 2019, 9:07:26 a	0.22	1586
June 24th 2019, 9:08:25 a	0.22	1568
June 24th 2019, 9:09:25 a	0.17	1568
June 24th 2019, 9:10:25 a	0.21	1602

June 24th 2019, 9:11:27 a	0.21	1581
June 24th 2019, 9:12:25 a	0.18	1550
June 24th 2019, 9:13:26 a	0.14	1579
June 24th 2019, 9:14:26 a	0.18	1559
June 24th 2019, 9:15:27 a	0.25	1577
June 24th 2019, 9:16:25 a	0.19	1592
June 24th 2019, 9:17:26 a	0.22	1566
June 24th 2019, 9:18:27 a	0.18	1576
June 24th 2019, 9:19:26 a	0.18	1556
June 24th 2019, 9:20:26 a	0.24	1572
June 24th 2019, 9:21:26 a	0.18	1720
June 24th 2019, 9:22:25 a	0.18	1581
June 24th 2019, 9:23:27 a	0.18	1656
June 24th 2019, 9:24:25 a	0.23	1577
June 24th 2019, 9:25:26 a	0.19	1585
June 24th 2019, 9:26:26 a	0.19	1579
June 24th 2019, 9:27:26 a	0.23	1570
June 24th 2019, 9:28:26 a	0.22	1539
June 24th 2019, 9:29:26 a	0.22	1571
June 24th 2019, 9:30:26 a	0.23	1565
June 24th 2019, 9:31:26 a	0.23	1577
June 24th 2019, 9:32:26 a	0.23	1579
June 24th 2019, 9:33:26 a	0.23	1547
June 24th 2019, 9:34:26 a	0.23	1563
June 24th 2019, 9:35:26 a	0.24	1711
June 24th 2019, 9:36:26 a	0.23	1499
June 24th 2019, 9:37:26 a	0.23	1577
June 24th 2019, 9:38:26 a	0.18	1583
June 24th 2019, 9:39:27 a	0.24	1632
June 24th 2019, 9:40:26 a	0.25	1533
June 24th 2019, 9:41:27 a	0.23	1612
June 24th 2019, 9:42:26 a	0.23	1591
June 24th 2019, 9:43:27 a	0.23	1600
June 24th 2019, 9:44:26 a	0.23	1578
June 24th 2019, 9:45:26 a	0.24	1533
June 24th 2019, 9:46:26 a	0.24	1470
June 24th 2019, 9:47:27 a	0.19	1563
June 24th 2019, 9:48:26 a	0.19	1571
June 24th 2019, 9:49:27 a	0.24	1568
June 24th 2019, 9:50:26 a	0.19	1567
June 24th 2019, 9:51:26 a	0.23	1571
June 24th 2019, 9:52:26 a	0.19	1502
June 24th 2019, 9:53:27 a	0.19	1564
June 24th 2019, 9:54:26 a	0.17	1578
June 24th 2019, 9:55:28 a	0.23	1603
June 24th 2019, 9:56:27 a	0.19	1583
June 24th 2019, 9:57:27 a	0.23	1678
June 24th 2019, 9:58:27 a	0.23	1518
June 24th 2019, 9:59:28 a	0.23	1583
June 24th 2019, 10:00:27 a	0.23	1542
June 24th 2019, 10:01:28 a	0.24	1578
June 24th 2019, 10:02:27 a	0.23	1558
June 24th 2019, 10:03:28 a	0.29	1575
June 24th 2019, 10:04:27 a	0.23	1617
June 24th 2019, 10:05:28 a	0.22	1572
June 24th 2019, 10:06:27 a	0.23	1584
June 24th 2019, 10:07:27 a	0.24	1570
June 24th 2019, 10:08:27 a	0.19	1560
June 24th 2019, 10:09:27 a	0.23	1585
June 24th 2019, 10:10:27 a	0.25	1563
June 24th 2019, 10:11:28 a	0.21	1573
June 24th 2019, 10:12:27 a	0.24	1551
June 24th 2019, 10:13:28 a	0.24	1580
June 24th 2019, 10:14:27 a	0.23	1528
June 24th 2019, 10:15:28 a	0.22	1575
June 24th 2019, 10:16:27 a	0.23	1598
June 24th 2019, 10:17:28 a	0.25	1527
June 24th 2019, 10:18:27 a	0.24	1572
June 24th 2019, 10:19:28 a	0.24	1544
June 24th 2019, 10:20:27 a	0.22	1546
June 24th 2019, 10:21:28 a	0.18	1586
June 24th 2019, 10:22:27 a	0.17	1577
June 24th 2019, 10:23:28 a	0.18	1547
June 24th 2019, 10:24:28 a	0.18	1562
June 24th 2019, 10:25:28 a	0.23	1562
June 24th 2019, 10:26:27 a	0.22	1519
June 24th 2019, 10:27:28 a	0.22	1571
June 24th 2019, 10:28:28 a	0.23	1514
June 24th 2019, 10:29:28 a	0.24	1556
June 24th 2019, 10:30:28 a	0.24	1575
June 24th 2019, 10:31:29 a	0.22	1574
June 24th 2019, 10:32:28 a	0.17	1578
June 24th 2019, 10:33:29 a	0.23	1536
June 24th 2019, 10:34:28 a	0.23	1596
June 24th 2019, 10:35:28 a	0.16	1664
June 24th 2019, 10:36:28 a	0.17	1633
June 24th 2019, 10:37:28 a	0.17	1575
June 24th 2019, 10:38:28 a	0.16	1570
June 24th 2019, 10:39:29 a	0.16	1570
June 24th 2019, 10:40:28 a	0.16	1579
June 24th 2019, 10:41:28 a	0.16	1585
June 24th 2019, 10:42:28 a	0.17	1589
June 24th 2019, 10:43:29 a	0.22	1575
June 24th 2019, 10:44:29 a	0.23	1613
June 24th 2019, 10:45:29 a	0.23	1590
June 24th 2019, 10:46:28 a	0.24	1666
June 24th 2019, 10:47:29 a	0.18	1576
June 24th 2019, 10:48:28 a	0.23	1542
June 24th 2019, 10:49:29 a	0.24	1596
June 24th 2019, 10:50:28 a	0.24	1563
June 24th 2019, 10:51:30 a	0.23	1561
June 24th 2019, 10:52:29 a	0.25	1537
June 24th 2019, 10:53:30 a	0.24	1577
June 24th 2019, 10:54:28 a	0.25	1579
June 24th 2019, 10:55:29 a	0.25	1573
June 24th 2019, 10:56:29 a	0.39	1591
June 24th 2019, 10:57:29 a	0.23	1550
June 24th 2019, 10:58:29 a	0.22	1581
June 24th 2019, 10:59:29 a	0.22	1592
June 24th 2019, 11:00:29 a	0.23	1493
